date,action,spot,cashflow,n_lots
2023-02-13,ROLL_CALL,17770.900390625,464.0012385568415,1
2023-02-14,ROLL_PUT,17929.849609375,1042.9781917218727,1
2023-02-15,ROLL_PUT,18015.849609375,862.9863888580551,1
2023-02-16,COVER_CLOSE,18035.849609375,-3677.670362259314,1
2023-02-16,OPEN,18035.849609375,445.41734336154343,1
2023-02-17,ROLL_CALL,17944.19921875,326.6771014989398,1
2023-02-20,ROLL_CALL,17844.599609375,768.7812062737588,1
2023-02-22,ROLL_CALL,17554.30078125,4191.881439633654,1
2023-02-22,FLY_CLOSE,17554.30078125,-7683.231564838553,1
2023-02-23,OPEN,17511.25,699.4277759899446,1
2023-02-27,ROLL_CALL,17392.69921875,279.8504998602171,1
2023-02-28,ROLL_CALL,17303.94921875,514.7045831422998,1
2023-03-01,ROLL_PUT,17450.900390625,970.6288726645657,1
2023-03-02,ROLL_CALL,17321.900390625,1087.5534629048536,1
2023-03-02,COVER_CLOSE,17321.900390625,-5406.508990979083,1
2023-03-02,OPEN,17321.900390625,762.8395510534599,1
2023-03-03,ROLL_PUT,17594.349609375,2117.8616655140145,1
2023-03-06,ROLL_PUT,17711.44921875,2357.2208165276616,1
2023-03-06,FLY_CLOSE,17711.44921875,-6264.673598978172,1
2023-03-09,OPEN,17589.599609375,601.6044231994329,1
2023-03-10,ROLL_CALL,17412.900390625,975.8849499186988,1
2023-03-13,ROLL_CALL,17154.30078125,3521.4422027467767,1
2023-03-14,ROLL_CALL,17043.30078125,3496.0308961472465,1
2023-03-14,FLY_CLOSE,17043.30078125,-9714.517337223358,1
2023-03-16,OPEN,16985.599609375,634.645625694852,1
2023-03-17,ROLL_PUT,17100.05078125,450.4062311668283,1
2023-03-20,ROLL_CALL,16988.400390625,423.62496830195244,1
2023-03-21,ROLL_PUT,17107.5,699.3506582708552,1
2023-03-23,COVER_CLOSE,17076.900390625,-2310.9594109473637,1
2023-03-23,OPEN,17076.900390625,417.2321852240515,1
2023-03-24,ROLL_CALL,16945.05078125,503.46620667856496,1
2023-03-29,ROLL_PUT,17080.69921875,328.50215202822494,1
2023-03-31,ROLL_PUT,17359.75,2279.340517128717,1
2023-03-31,COVER_CLOSE,17359.75,-5992.795445708194,1
2023-04-06,OPEN,17599.150390625,590.2102296293165,1
2023-04-11,ROLL_PUT,17722.30078125,227.37469483864447,1
2023-04-12,ROLL_PUT,17812.400390625,168.50895078711414,1
2023-04-13,COVER_CLOSE,17828.0,-790.4647744220899,1
2023-04-13,OPEN,17828.0,591.4876650719186,1
2023-04-17,ROLL_CALL,17706.849609375,407.04431896108895,1
2023-04-18,ROLL_CALL,17660.150390625,565.9235685725266,1
2023-04-19,ROLL_CALL,17618.75,97.35831638679667,1
