strategy,ticker,entry_date,entry_px,exit_date,exit_px,hold_days,ret,entry_val,reason
A,SINCH.ST,2020-01-07,29.65,2020-02-18,39.25,42,0.3237774200668131,0.8135302987701203,6wk-exit
A,EQT.ST,2020-01-28,114.18,2020-02-18,146.84,21,0.2861198361692241,0.7930391475018724,rotate
A,LIFCO-B.ST,2020-01-28,114.86,2020-02-18,107.28,21,-0.06600656076224187,0.7930391475018724,rotate
A,ADDT-B.ST,2020-01-28,71.78,2020-02-18,76.73,21,0.0689655575564323,0.7406177653941199,rotate
A,EVO.ST,2020-01-28,301.84,2020-03-10,348.36,42,0.15409833910891724,0.7930391475018724,6wk-exit
A,BALD-B.ST,2020-01-28,74.7,2020-03-10,69.5,42,-0.06961174244552026,0.7930391475018725,6wk-exit
A,NIBE-B.ST,2020-02-18,42.58,2020-03-10,34.92,21,-0.1799104466164999,0.9307110386877332,rotate
A,LATO-B.ST,2020-02-18,153.56,2020-03-10,127.12,21,-0.1722124331887286,0.9307110386877333,rotate
A,WALL-B.ST,2020-02-18,61.24,2020-03-10,52.81,21,-0.13774728423360572,0.9307110386877332,rotate
A,CAST.ST,2020-02-18,180.4,2020-03-10,152.03,21,-0.15725794207788335,0.8211978354465499,rotate
A,EQT.ST,2020-03-10,120.38,2020-03-31,109.82,21,-0.08775971381295367,0.7785073366212538,rotate
A,SWED-A.ST,2020-03-10,82.78,2020-03-31,69.54,21,-0.15990896792901022,0.7785073366212538,rotate
A,NDA-SE.ST,2020-03-10,62.0,2020-03-31,53.83,21,-0.13175415245312194,0.7785073366212538,rotate
A,SEB-A.ST,2020-03-10,53.77,2020-03-31,45.28,21,-0.1579342926305266,0.7785073366212538,rotate
A,FABG.ST,2020-03-10,123.69,2020-03-31,105.96,21,-0.1433379585837049,0.7682535980028137,rotate
A,SINCH.ST,2020-03-10,41.05,2020-04-23,44.5,44,0.084043869112298,0.7785073366212538,6wk-exit
A,EVO.ST,2020-03-31,334.5,2020-05-15,486.91,45,0.45562130123530653,0.6816450898988834,6wk-exit
A,HOLM-B.ST,2020-04-23,235.47,2020-05-15,229.32,22,-0.02612989929536691,0.7458354834056281,rotate
A,EQT.ST,2020-04-23,117.79,2020-05-15,131.83,22,0.11919760781411459,0.7458354834056281,rotate
A,SCA-B.ST,2020-04-23,92.93,2020-06-08,101.04,46,0.08725149916756925,0.7458354834056281,6wk-exit
A,GETI-B.ST,2020-04-23,170.28,2020-06-08,145.38,46,-0.14624619729724375,0.745835483405628,6wk-exit
A,ESSITY-B.ST,2020-05-15,248.04,2020-06-08,237.33,24,-0.04316303258023557,0.7436697979662452,rotate
A,SINCH.ST,2020-05-15,55.2,2020-06-30,79.7,46,0.44384050446882806,0.7436697979662452,6wk-exit
A,AZN.ST,2020-05-15,1030.3,2020-06-30,967.77,46,-0.06069916428995925,0.7436697979662452,6wk-exit
A,NIBE-B.ST,2020-05-15,44.7,2020-06-30,49.06,46,0.09754786149878503,0.7436697979662452,6wk-exit
A,ERIC-B.ST,2020-06-08,70.9,2020-06-30,70.53,22,-0.00531048068065576,0.7161458265662264,rotate
A,EVO.ST,2020-06-08,571.03,2020-07-21,624.94,43,0.09441336237944387,0.7576870097609417,6wk-exit
A,LIFCO-B.ST,2020-06-08,112.87,2020-07-21,137.51,43,0.21829453138899124,0.7576870097609417,6wk-exit
A,HUSQ-B.ST,2020-06-30,62.44,2020-08-11,72.31,42,0.15806021768119494,0.7968617450600904,6wk-exit
A,KINV-B.ST,2020-06-30,140.92,2020-08-11,184.21,42,0.30722157986799536,0.7968617450600904,6wk-exit
A,ADDT-B.ST,2020-06-30,88.26,2020-08-11,102.31,42,0.15918810705407838,0.7968617450600904,6wk-exit
A,EQT.ST,2020-06-30,155.87,2020-08-11,200.77,42,0.2880645166027169,0.7968617450600904,6wk-exit
A,SINCH.ST,2020-07-21,73.2,2020-08-11,74.9,21,0.02322410722009649,0.9154943499532868,rotate
A,SKF-B.ST,2020-07-21,143.33,2020-08-11,144.85,21,0.010616833931455405,0.9154943499532869,rotate
A,LIFCO-B.ST,2020-08-11,131.68,2020-09-01,130.53,21,-0.008714403814076954,0.9627356568134916,rotate
A,SAAB-B.ST,2020-08-11,68.64,2020-09-01,61.54,21,-0.10337689996126298,0.9627356568134916,rotate
A,SWED-A.ST,2020-08-11,92.99,2020-09-01,92.21,21,-0.00836609404645916,0.9627356568134916,rotate
A,ABB.ST,2020-08-11,217.78,2020-09-01,210.01,21,-0.03565214186530363,0.9627356568134917,rotate
A,SSAB-A.ST,2020-08-11,19.99,2020-09-01,19.95,21,-0.0017637238028755942,0.9627356568134916,rotate
A,VOLV-B.ST,2020-08-11,107.28,2020-09-01,107.9,21,0.005785660329483022,0.9500554426147904,rotate
A,EQT.ST,2020-09-01,151.35,2020-09-22,147.85,21,-0.023105268289112413,0.9341470460496057,rotate
A,SINCH.ST,2020-09-01,87.0,2020-09-22,73.8,21,-0.15172410285335847,0.9341470460496057,rotate
A,GETI-B.ST,2020-09-01,169.9,2020-09-22,168.11,21,-0.01054026444061762,0.9218433731221919,rotate
A,KINV-B.ST,2020-09-01,201.65,2020-10-13,212.49,42,0.053750746558114626,0.9341470460496059,6wk-exit
A,ADDT-B.ST,2020-09-01,107.27,2020-10-13,119.3,42,0.11219513235972944,0.9341470460496057,6wk-exit
A,HUSQ-B.ST,2020-09-01,77.43,2020-10-13,81.43,42,0.051574448479693835,0.9341470460496057,6wk-exit
A,BOL.ST,2020-09-22,213.96,2020-10-13,203.36,21,-0.04953439949473293,0.8880195471776478,rotate
A,TREL-B.ST,2020-09-22,138.98,2020-10-13,148.85,21,0.07095577498622152,0.8880195471776476,rotate
A,SWED-A.ST,2020-09-22,86.86,2020-10-13,88.41,21,0.01776671347156289,0.8295755748192392,rotate
A,LATO-B.ST,2020-10-13,194.34,2020-11-03,193.98,21,-0.0018605039723361694,0.9387656968765817,rotate
A,HEXA-B.ST,2020-10-13,95.94,2020-11-03,94.01,21,-0.020100524491512672,0.9387656968765817,rotate
A,FABG.ST,2020-10-13,103.46,2020-11-03,97.86,21,-0.05410991523845077,0.9264011915894429,rotate
A,BALD-B.ST,2020-10-13,78.15,2020-11-24,75.43,42,-0.034762215255918605,0.9387656968765817,6wk-exit
A,WALL-B.ST,2020-10-13,62.36,2020-11-24,58.94,42,-0.054763516894726694,0.9387656968765817,6wk-exit
A,ELUX-B.ST,2020-10-13,183.35,2020-11-24,184.17,42,0.00445330467213334,0.9387656968765816,6wk-exit
A,KINV-B.ST,2020-11-03,228.72,2020-11-24,235.78,21,0.03085537782091885,0.9055882481443799,rotate
A,TREL-B.ST,2020-11-03,138.33,2020-11-24,158.66,21,0.14702137317595,0.90558824814438,rotate
A,HPOL-B.ST,2020-11-03,59.71,2020-12-15,65.26,42,0.09292141458249015,0.90558824814438,6wk-exit
A,FABG.ST,2020-11-24,112.09,2020-12-15,108.8,21,-0.029355545983927644,0.9548888168919176,rotate
A,SKA-B.ST,2020-11-24,160.87,2020-12-15,158.26,21,-0.016267887035628537,0.9548888168919176,rotate
A,SKF-B.ST,2020-11-24,176.52,2020-12-15,180.39,21,0.021901057160963022,0.9548888168919176,rotate
A,CAST.ST,2020-11-24,157.57,2020-12-15,150.97,21,-0.04192618595136355,0.8728900253188255,rotate
A,HM-B.ST,2020-11-24,147.46,2021-01-12,139.11,49,-0.05663391339692758,0.9548888168919176,6wk-exit
A,EVO.ST,2020-12-15,802.22,2021-01-12,812.12,28,0.012345811452857403,0.9266845975276364,rotate
A,EQT.ST,2020-12-15,181.02,2021-01-12,199.12,28,0.09999998314103142,0.9266845975276364,rotate
A,VOLV-B.ST,2020-12-15,128.68,2021-01-12,141.13,28,0.09672513596352683,0.9266845975276364,rotate
A,SINCH.ST,2020-12-15,121.0,2021-02-02,129.4,49,0.069421437161028,0.9266845975276364,6wk-exit
A,KINV-B.ST,2020-12-15,239.23,2021-02-02,262.19,49,0.09596707839928165,0.9266845975276364,6wk-exit
A,EPI-A.ST,2021-01-12,149.13,2021-02-02,151.39,21,0.015114809380218475,0.968108563577762,rotate
A,LIFCO-B.ST,2021-01-12,157.49,2021-02-02,152.24,21,-0.03339396366791625,0.9681085635777619,rotate
A,HOLM-B.ST,2021-01-12,340.44,2021-02-02,331.54,21,-0.026160026418999283,0.9681085635777619,rotate
A,NIBE-B.ST,2021-01-12,67.05,2021-02-23,64.25,42,-0.04180057137733617,0.967396585442002,6wk-exit
A,SKA-B.ST,2021-02-02,172.65,2021-02-23,157.18,21,-0.08961221148873966,0.9748603511762942,rotate
A,TREL-B.ST,2021-02-02,171.72,2021-02-23,183.91,21,0.07095468749555711,0.9748603511762941,rotate
A,SAND.ST,2021-02-02,172.99,2021-02-23,183.56,21,0.06110840852668087,0.9748603511762942,rotate
A,SSAB-A.ST,2021-02-02,25.76,2021-03-16,28.68,42,0.11330045613795292,0.9748603511762941,6wk-exit
A,EQT.ST,2021-02-02,269.27,2021-03-16,243.29,42,-0.09648214256773979,0.9471226197730905,6wk-exit
A,LIFCO-B.ST,2021-02-23,151.85,2021-03-16,167.92,21,0.105793513146339,0.9437520053685201,rotate
A,EVO.ST,2021-02-23,1084.98,2021-04-08,1331.09,44,0.22683701361421726,0.9437520053685201,6wk-exit
A,SINCH.ST,2021-02-23,163.6,2021-04-08,169.0,44,0.033007296424351074,0.9437520053685201,6wk-exit
A,ALFA.ST,2021-02-23,232.58,2021-04-08,240.81,44,0.03541180214077411,0.9437520053685201,6wk-exit
A,ADDT-B.ST,2021-03-16,124.63,2021-04-08,132.24,23,0.06106861583970602,0.9898705756634651,rotate
A,EPI-A.ST,2021-03-16,167.93,2021-04-08,184.48,23,0.0985235089593961,0.989870575663465,rotate
A,TREL-B.ST,2021-03-16,192.67,2021-04-08,197.5,23,0.02502279616121683,0.989870575663465,rotate
A,ELUX-B.ST,2021-04-08,223.44,2021-04-29,216.99,21,-0.0288734746970154,1.058578122384603,rotate
A,EQT.ST,2021-04-08,273.96,2021-04-29,265.52,21,-0.03081144689330184,1.058578122384603,rotate
A,GETI-B.ST,2021-04-08,225.2,2021-04-29,256.61,21,0.13948109176266899,1.058578122384603,rotate
A,SEB-A.ST,2021-04-08,75.57,2021-04-29,76.13,21,0.007407439563302809,1.058578122384603,rotate
A,SSAB-A.ST,2021-04-08,32.67,2021-05-21,30.63,43,-0.062365013604748776,1.058578122384603,6wk-exit
A,NDA-SE.ST,2021-04-08,83.42,2021-05-21,85.05,43,0.019580709570810706,1.0446355647958216,6wk-exit
A,SINCH.ST,2021-04-29,133.55,2021-05-21,134.7,22,0.008610961214569945,1.0742299455462383,rotate
A,EVO.ST,2021-04-29,1650.99,2021-06-11,1555.67,43,-0.05773613417654677,1.0742299455462383,6wk-exit
A,ADDT-B.ST,2021-04-29,142.71,2021-06-11,130.34,43,-0.08666664528180434,1.0742299455462383,6wk-exit
A,LATO-B.ST,2021-04-29,236.73,2021-06-11,252.96,43,0.06855355235671112,1.0742299455462383,6wk-exit
A,SKA-B.ST,2021-05-21,190.83,2021-06-11,194.12,21,0.01724864188014652,1.0261359401665093,rotate
A,GETI-B.ST,2021-05-21,260.5,2021-07-05,290.47,45,0.11505034063780828,1.0261359401665093,6wk-exit
A,BALD-B.ST,2021-05-21,85.67,2021-07-05,92.8,45,0.08326855027220459,1.0261359401665093,6wk-exit
A,EQT.ST,2021-06-11,304.21,2021-07-05,310.05,24,0.01918913360786889,1.079702694868203,rotate
A,NIBE-B.ST,2021-06-11,85.15,2021-07-26,96.73,45,0.13605534336798786,1.079702694868203,6wk-exit
A,KINV-B.ST,2021-06-11,321.4,2021-07-26,374.6,45,0.1655258656419445,1.079702694868203,6wk-exit
A,WALL-B.ST,2021-06-11,68.64,2021-07-26,68.41,45,-0.0034222352038425496,0.9872048346972504,6wk-exit
A,LATO-B.ST,2021-07-05,258.63,2021-07-26,300.7,21,0.16265914925782066,1.0961801752520042,rotate
A,LIFCO-B.ST,2021-07-05,198.84,2021-08-16,240.13,42,0.2076476276728958,1.0961801752520042,6wk-exit
A,LUND-B.ST,2021-07-05,532.79,2021-08-16,586.24,42,0.10032365944469146,1.0961801752520042,6wk-exit
A,BALD-B.ST,2021-07-26,97.53,2021-08-16,107.93,21,0.10663022809412692,1.2108629345098219,rotate
A,FABG.ST,2021-07-26,129.03,2021-08-16,137.01,21,0.06186945987077097,1.2108629345098219,rotate
A,EQT.ST,2021-07-26,411.54,2021-09-06,378.97,42,-0.07915812106957532,1.2108629345098219,6wk-exit
A,GETI-B.ST,2021-07-26,328.05,2021-09-06,335.02,42,0.021253043767457402,1.1428399818366426,6wk-exit
A,KINV-B.ST,2021-08-16,355.3,2021-09-06,353.0,21,-0.0064733686236683186,1.2534208954292834,rotate
A,LATO-B.ST,2021-08-16,285.8,2021-09-06,279.76,21,-0.021120129606644,1.2534208954292834,rotate
A,SINCH.ST,2021-08-16,168.3,2021-09-27,173.15,42,0.028817532720038175,1.2534208954292834,6wk-exit
A,ADDT-B.ST,2021-08-16,170.3,2021-09-27,154.21,42,-0.09448824259610333,1.2534208954292834,6wk-exit
A,TEL2-B.ST,2021-09-06,90.28,2021-09-27,88.61,21,-0.018476792985077428,1.0320444025802014,rotate
A,NIBE-B.ST,2021-09-06,120.76,2021-10-18,111.32,42,-0.0781499155194103,1.2736230559872228,6wk-exit
A,LIFCO-B.ST,2021-09-06,254.76,2021-10-18,238.5,42,-0.06384583244590436,1.2736230559872228,6wk-exit
A,HEXA-B.ST,2021-09-06,150.57,2021-10-18,135.61,42,-0.09937263733204615,1.2736230559872228,6wk-exit
A,EQT.ST,2021-09-27,343.66,2021-10-18,374.73,21,0.09041105111180947,1.1600070938644567,rotate
A,ALFA.ST,2021-09-27,303.66,2021-10-18,302.11,21,-0.005105109149257658,1.1600070938644567,rotate
A,ATCO-A.ST,2021-09-27,127.46,2021-10-18,126.73,21,-0.005743028605543876,1.102398278108889,rotate
A,NDA-SE.ST,2021-10-18,105.98,2021-11-08,105.18,21,-0.0074817114679548435,1.1688385000280002,rotate
A,SHB-A.ST,2021-10-18,61.23,2021-11-08,60.84,21,-0.0062700155180329675,1.1688385000280002,rotate
A,TEL2-B.ST,2021-10-18,90.09,2021-11-08,85.14,21,-0.05493223405859826,1.1534437003868419,rotate
A,SEB-A.ST,2021-10-18,90.27,2021-11-29,94.77,42,0.04984234466854853,1.1688385000280002,6wk-exit
A,SWED-A.ST,2021-10-18,121.76,2021-11-29,125.47,42,0.030462839585349677,1.1688385000280002,6wk-exit
A,AZN.ST,2021-10-18,1026.26,2021-11-29,1010.38,42,-0.015473872859720794,1.1688385000280002,6wk-exit
A,NIBE-B.ST,2021-11-08,130.05,2021-11-29,122.4,21,-0.058867102140902405,1.192495466142282,rotate
A,EVO.ST,2021-11-08,1339.26,2021-11-29,994.24,21,-0.257620578590565,1.192495466142282,rotate
A,GETI-B.ST,2021-11-08,362.18,2021-12-20,339.82,42,-0.06175000939502606,1.0117165154980057,6wk-exit
A,LATO-B.ST,2021-11-29,312.68,2021-12-20,307.01,21,-0.01813379946623095,1.0909226047665026,rotate
A,EQT.ST,2021-11-29,500.33,2022-01-13,411.72,45,-0.17710296346465582,1.0909226047665026,6wk-exit
A,HUSQ-B.ST,2021-11-29,112.5,2022-01-13,120.5,45,0.07112970853177392,1.0909226047665026,6wk-exit
A,EPI-A.ST,2021-11-29,202.15,2022-01-13,206.78,45,0.02291476021704142,1.0909226047665026,6wk-exit
A,ADDT-B.ST,2021-11-29,206.88,2022-01-13,176.23,45,-0.14814810990470528,1.0909226047665026,6wk-exit
A,BALD-B.ST,2021-12-20,105.67,2022-01-13,97.8,24,-0.07444789837010857,1.065828822138179,rotate
A,WALL-B.ST,2021-12-20,73.2,2022-02-03,68.67,45,-0.0618557915186686,1.0564032151385876,6wk-exit
A,LATO-B.ST,2022-01-13,294.48,2022-02-03,265.95,21,-0.09689434170894373,1.0194305982649092,rotate
A,SAND.ST,2022-01-13,217.33,2022-02-03,207.19,21,-0.04665625241133031,1.0194305982649092,rotate
A,NIBE-B.ST,2022-01-13,104.05,2022-02-03,85.21,21,-0.1811197579558047,0.9978379158517594,rotate
A,TREL-B.ST,2022-01-13,222.57,2022-02-24,176.36,42,-0.20761171496301178,1.0194305982649092,6wk-exit
A,SSAB-A.ST,2022-01-13,43.23,2022-02-24,38.2,42,-0.11643832957168776,1.0194305982649092,6wk-exit
A,ABB.ST,2022-02-03,298.42,2022-02-24,294.43,21,-0.013367256663865623,0.9045780823483738,rotate
A,BOL.ST,2022-02-03,323.07,2022-03-17,369.04,42,0.14230545427065433,0.9266214226376778,6wk-exit
A,HOLM-B.ST,2022-02-03,394.18,2022-03-17,457.04,42,0.15948364295937223,0.9266214226376777,6wk-exit
A,SCA-B.ST,2022-02-03,145.54,2022-03-17,161.09,42,0.10677803529790553,0.9266214226376778,6wk-exit
A,ERIC-B.ST,2022-02-24,77.78,2022-03-17,70.91,21,-0.08828631682197152,0.8941491559076921,rotate
A,SKA-B.ST,2022-02-24,168.91,2022-03-17,185.13,21,0.09600767197050519,0.8941491559076921,rotate
A,HM-B.ST,2022-02-24,132.02,2022-03-17,113.43,21,-0.14077383305293223,0.801283426825197,rotate
A,TELIA.ST,2022-03-17,28.08,2022-04-07,28.98,21,0.03230994975417856,0.9382874442937763,rotate
A,SAAB-B.ST,2022-03-17,84.44,2022-05-02,102.04,46,0.20850362251532606,0.9382874442937762,6wk-exit
A,SSAB-A.ST,2022-03-17,45.43,2022-05-02,46.47,46,0.022901605593619312,0.9382874442937763,6wk-exit
A,AZN.ST,2022-03-17,1171.47,2022-05-02,1297.38,46,0.10748217432074747,0.9382874442937763,6wk-exit
A,BOL.ST,2022-04-07,409.28,2022-05-23,349.18,46,-0.14683329180082705,0.9612278643302484,6wk-exit
A,HOLM-B.ST,2022-04-07,494.43,2022-05-23,455.49,46,-0.0787597839520442,0.9612278643302484,6wk-exit
A,SCA-B.ST,2022-04-07,177.93,2022-05-23,163.58,46,-0.08067012053137712,0.9061119184456785,6wk-exit
A,NIBE-B.ST,2022-05-02,87.81,2022-06-15,70.69,44,-0.19491310487011893,0.9651108873687597,6wk-exit
A,TELIA.ST,2022-05-02,31.46,2022-06-15,30.01,44,-0.04618038939733726,0.9651108873687598,6wk-exit
A,TEL2-B.ST,2022-05-02,100.15,2022-06-15,88.86,44,-0.1128024705747026,0.9651108873687598,6wk-exit
A,SSAB-A.ST,2022-05-23,43.74,2022-06-15,39.11,23,-0.10589070564646419,0.9392122759853301,rotate
A,SAAB-B.ST,2022-05-23,101.7,2022-07-07,99.77,45,-0.019008641164374174,0.93921227598533,6wk-exit
A,AZN.ST,2022-05-23,1302.85,2022-07-07,1394.77,45,0.07055667333587068,0.8728044022077172,6wk-exit
A,TREL-B.ST,2022-06-15,205.84,2022-07-07,202.44,22,-0.016525191671734496,0.8534735272700271,rotate
A,SWED-A.ST,2022-06-15,111.25,2022-07-07,97.24,22,-0.12590876194957967,0.8182228484886277,rotate
A,ESSITY-B.ST,2022-06-15,224.37,2022-07-28,226.77,43,0.010655218296609537,0.8534735272700272,6wk-exit
A,SHB-A.ST,2022-06-15,60.71,2022-07-28,57.3,43,-0.05607859174088481,0.8534735272700272,6wk-exit
A,TELIA.ST,2022-07-07,31.19,2022-07-28,28.82,21,-0.07606522846668395,0.8584149719617051,rotate
A,SKF-B.ST,2022-07-07,144.69,2022-07-28,145.22,21,0.003663051562921238,0.8584149719617051,rotate
A,HPOL-B.ST,2022-07-07,74.28,2022-08-18,87.44,42,0.1771940011156674,0.8584149719617051,6wk-exit
A,VOLV-B.ST,2022-07-07,131.69,2022-08-18,144.56,42,0.09779331540565761,0.8200994698533521,6wk-exit
A,HM-B.ST,2022-07-28,106.88,2022-08-18,109.01,21,0.019912286606272867,0.8666747146261852,rotate
A,AZN.ST,2022-07-28,1355.02,2022-08-18,1381.65,21,0.019648400085618967,0.8666747146261851,rotate
A,TREL-B.ST,2022-07-28,224.23,2022-08-18,221.47,21,-0.012300142419908067,0.8666747146261852,rotate
A,ADDT-B.ST,2022-08-18,160.72,2022-09-08,149.27,21,-0.07123519665776779,0.872383126304032,rotate
A,LATO-B.ST,2022-08-18,225.17,2022-09-08,191.84,21,-0.14804121062234177,0.8608929474303404,rotate
A,NIBE-B.ST,2022-08-18,103.38,2022-09-29,94.92,42,-0.08177982869861333,0.872383126304032,6wk-exit
A,ALFA.ST,2022-08-18,289.55,2022-09-29,252.26,42,-0.12878293637502103,0.8723831263040321,6wk-exit
A,ATCO-B.ST,2022-08-18,97.51,2022-09-29,84.34,42,-0.13512749293879245,0.872383126304032,6wk-exit
A,ATCO-A.ST,2022-08-18,109.96,2022-09-29,95.0,42,-0.13607166462883158,0.872383126304032,6wk-exit
A,AZN.ST,2022-09-08,1292.65,2022-09-29,1218.57,21,-0.05730763633740088,0.8094890635863169,rotate
A,HPOL-B.ST,2022-09-08,78.51,2022-09-29,73.2,21,-0.06768905166374017,0.7274176926441008,rotate
A,EQT.ST,2022-09-29,199.85,2022-10-20,187.18,21,-0.06336030479855392,0.7501011673682706,rotate
A,BALD-B.ST,2022-09-29,43.11,2022-10-20,38.83,21,-0.09939688672570324,0.7501011673682706,rotate
A,NDA-SE.ST,2022-09-29,92.33,2022-10-20,101.11,21,0.09499202272982865,0.7501011673682706,rotate
A,ADDT-B.ST,2022-09-29,136.58,2022-10-20,126.89,21,-0.07092197551514534,0.7402215670796436,rotate
A,SWED-A.ST,2022-09-29,106.73,2022-11-10,120.74,42,0.1312435784701389,0.7501011673682706,6wk-exit
A,SSAB-A.ST,2022-09-29,36.87,2022-11-10,45.29,42,0.2283693838429488,0.7501011673682706,6wk-exit
A,BOL.ST,2022-10-20,292.24,2022-11-10,323.36,21,0.10646385926842927,0.7605265232058547,rotate
A,NIBE-B.ST,2022-10-20,79.1,2022-11-10,94.22,21,0.19123403411444184,0.7605265232058547,rotate
A,HOLM-B.ST,2022-10-20,379.45,2022-11-10,359.02,21,-0.05386581647970712,0.5929410142122131,rotate
A,SECU-B.ST,2022-10-20,76.97,2022-12-01,75.82,42,-0.01496680887117452,0.7605265232058548,6wk-exit
A,SEB-A.ST,2022-11-10,90.36,2022-12-01,92.19,21,0.020219059298832942,0.8122321681428658,rotate
A,HPOL-B.ST,2022-11-10,96.57,2022-12-01,95.25,21,-0.013757562839925908,0.811576104218859,rotate
A,SHB-A.ST,2022-11-10,65.99,2022-12-22,66.47,42,0.00721852754246477,0.8122321681428658,6wk-exit
A,SINCH.ST,2022-11-10,41.37,2022-12-22,36.7,42,-0.11288369082712357,0.8122321681428658,6wk-exit
A,EVO.ST,2022-11-10,1033.74,2022-12-22,996.03,42,-0.036475309462747685,0.8122321681428658,6wk-exit
A,ATCO-A.ST,2022-12-01,122.72,2022-12-22,116.31,21,-0.052253606744351755,0.7875607453371741,rotate
A,SWED-A.ST,2022-12-01,125.59,2022-12-22,130.81,21,0.04156894658654742,0.7875607453371741,rotate
A,ATCO-B.ST,2022-12-01,109.77,2023-01-16,106.94,46,-0.025749627409535902,0.7875607453371741,6wk-exit
A,EPI-A.ST,2022-12-22,178.82,2023-01-16,200.16,25,0.11930458300741242,0.771382635200625,rotate
A,GETI-B.ST,2022-12-22,191.69,2023-01-16,209.96,25,0.09530644303386149,0.771382635200625,rotate
A,HPOL-B.ST,2022-12-22,92.51,2023-01-16,93.83,25,0.014362782062011137,0.7713826352006251,rotate
A,ELUX-B.ST,2022-12-22,138.5,2023-01-16,161.26,25,0.16433209030206464,0.771382635200625,rotate
A,HUSQ-B.ST,2022-12-22,65.39,2023-02-06,80.58,46,0.23228470295975012,0.7713826352006251,6wk-exit
A,ESSITY-B.ST,2023-01-16,258.02,2023-02-06,243.15,21,-0.05765279474366969,0.8415655711959307,rotate
A,FABG.ST,2023-01-16,94.2,2023-02-06,87.84,21,-0.06750987459765168,0.8415655711959308,rotate
A,SWED-A.ST,2023-01-16,138.2,2023-02-06,149.12,21,0.07901052401922226,0.8415655711959307,rotate
A,SINCH.ST,2023-01-16,52.5,2023-02-27,35.24,42,-0.3288571312313988,0.8415655711959307,6wk-exit
A,WALL-B.ST,2023-01-16,50.66,2023-02-27,40.93,42,-0.1920754191311288,0.7907473182652676,6wk-exit
A,BALD-B.ST,2023-02-06,55.15,2023-02-27,51.0,21,-0.07524934562207641,0.8155571085922443,rotate
A,BOL.ST,2023-02-06,398.12,2023-02-27,378.87,21,-0.04834211168398461,0.8155571085922443,rotate
A,NIBE-B.ST,2023-02-06,111.37,2023-02-27,113.54,21,0.019565315834216612,0.8155571085922443,rotate
A,ADDT-B.ST,2023-02-06,184.92,2023-03-20,174.84,42,-0.0544788045012905,0.8155571085922442,6wk-exit
A,SWED-A.ST,2023-02-27,160.96,2023-03-20,130.88,21,-0.18684332619861954,0.7536656222079703,rotate
A,SAAB-B.ST,2023-02-27,145.7,2023-04-12,159.75,44,0.09640438306468924,0.7536656222079703,6wk-exit
A,SSAB-A.ST,2023-02-27,58.37,2023-04-12,60.18,44,0.03100365917168091,0.7536656222079703,6wk-exit
A,EVO.ST,2023-02-27,1259.58,2023-04-12,1318.62,44,0.04687832232296718,0.7536656222079703,6wk-exit
